艦船ID,図鑑番号,艦名,読み,艦種,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,耐久初期,耐久最大,耐久結婚,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜155最小,対潜155最大,回避初期最小,回避初期最大,回避最大,回避155最小,回避155最大,索敵初期最小,索敵初期最大,索敵最大,索敵155最小,索敵155最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
108,104,千歳航,ちとせ,7,106,291,35,250,550,0,0,47,59,53,0,19,0,0,20,49,25,39,0,0,0,0,0,37,37,67,83,83,36,36,69,87,87,10,59,10,1,4,3,21,9,6,0,0,20,16,-1,-1,-1,190,5,5,17,4,0,0,3,2,ダイエットして空母になった千歳です！<br>足も速くなったの。本でも出そうかしら！,水上機母艦から空母に改装された千歳です。<br>ダイエットして体も絞って、脚も速くなったのよ。これなら機動部隊の一翼を担えるわ！頑張ります！,40,40,3,wlvvcpnulyer,14,10,1
109,105,千代田航,ちよだ,7,107,292,35,250,550,0,0,47,59,53,0,19,0,0,20,49,25,39,0,0,0,0,0,37,37,67,83,83,36,36,69,87,87,10,59,10,1,4,3,21,9,6,0,0,20,16,-1,-1,-1,190,5,5,17,4,0,0,3,2,空母になった千代田です。<br>ぜひ、千歳お姉と一緒に機動部隊を編制してね！,水上機母艦から大改装を受けて、航空母艦にジョブチェンジした千代田です。結構ちゃんとした空母でしょ？千歳お姉と一緒に敵機動部隊と戦うわ！,40,40,3,rsmzverhwskc,15,11,1
110,106,翔鶴,しょうかく,11,0,288,30,350,750,0,0,62,79,69,0,39,0,0,29,69,33,49,0,0,0,0,0,36,36,59,72,72,44,44,69,83,83,10,49,10,1,5,4,21,21,21,12,0,20,23,16,-1,-1,360,7,10,30,10,0,0,4,3,翔鶴型航空母艦１番艦、翔鶴です。<br>一航戦、二航戦の先輩方に、少しでも近づけるように<br>瑞鶴と一緒に頑張ります！,翔鶴型航空母艦１番艦の翔鶴です。<br>海軍軍縮条約失効後に設計建造された、本格的な大型正規空母として就役しました。妹の瑞鶴と共に第五航空戦隊を編成します。あの惨劇の後は、先輩方の後を継いで戦線を支えました。,55,55,3,pdricqoovxfe,13,13,1
111,107,瑞鶴,ずいかく,11,0,112,25,350,750,0,0,62,79,69,0,39,0,0,29,69,33,49,0,0,0,0,0,39,39,69,85,85,44,44,69,83,83,40,89,10,1,6,4,21,21,21,12,0,20,23,16,-1,-1,360,7,10,30,10,0,0,4,3,翔鶴型航空母艦２番艦、妹の瑞鶴です。<br>幸運の空母ですって？そうじゃないの、一生懸命やってるだけ…よ。艦載機がある限り、負けないわ！,翔鶴型航空母艦２番艦、瑞鶴です。<br>翔鶴姉と共に、ミッドウェーの後の第一機動部隊の中核として、矢尽き刀折れるまで奮戦しました。文字通り、最後の機動部隊が壊滅する、その日まで…。,55,55,3,suivtkpjnmpt,14,14,1
112,108,瑞鶴改,ずいかく,11,111,462,77,1200,3700,1,1,75,90,83,0,39,0,0,40,79,42,72,0,0,0,0,0,42,42,79,99,99,48,48,89,112,112,42,89,10,1,7,4,24,24,24,12,0,21,24,51,-1,-1,360,7,10,30,10,0,0,4,3,翔鶴型航空母艦２番艦、妹の瑞鶴です。<br>幸運の空母ですって？そうじゃないの、一生懸命やってるだけ…よ。艦載機がある限り、負けないわ！,翔鶴型航空母艦２番艦、瑞鶴です。<br>翔鶴姉と共に、ミッドウェーの後の第一機動部隊の中核として、矢尽き刀折れるまで奮戦しました。文字通り、最後の機動部隊が壊滅する、その日まで…。,65,70,3,ihwgeegenykh,15,15,1
113,109,鬼怒,きぬ,3,0,289,17,200,200,0,0,26,39,30,14,39,24,79,13,49,10,29,20,20,59,81,81,38,38,69,86,86,8,8,39,56,56,12,49,10,2,4,2,1,1,0,0,0,4,-1,-1,-1,-1,75,2,2,10,0,0,1,0,1,きたきたぁ！　鬼怒、いよいよ到着しましたよ！,神戸生まれの鬼怒だよ。<br>舞鶴の学校で訓練に励んだんだ。色々と大変になってきた後は、南西方面で頑張ったよ…いやぁ、大変だったなあ。球磨ちゃんには随分と助けてもらったんだ。でも…パナイ島だけはマジパナイ！,25,25,3,rgribyhrzjjl,15,15,1
114,110,阿武隈,あぶくま,3,0,290,17,200,200,0,0,27,39,31,14,39,24,79,13,49,10,29,20,20,59,81,81,39,39,69,85,85,8,8,39,56,56,12,49,10,2,5,2,1,1,0,0,0,4,-1,-1,-1,-1,75,2,2,10,0,0,1,0,1,こ、こんにちは、軽巡、阿武隈です。,長良型軽巡洋艦の阿武隈です。<br>はい…正直いって、北上さんは苦手です。なに、あの人…でも、艦首もきれいに直して頑張りました！<br>潮ちゃんも…ありがとね…。,25,25,3,sgwumdfgzais,15,16,1
115,111,夕張,ゆうばり,3,0,293,25,240,280,0,0,19,33,23,17,42,20,69,10,42,10,29,13,13,39,53,53,42,42,69,84,84,6,6,39,57,57,12,49,10,2,5,3,0,0,0,0,0,4,4,-1,-1,-1,82,2,2,7,0,1,1,1,1,はーい、お待たせ？<br>兵装実験軽巡、夕張、到着いたしました！,コンパクトボディに充実の重武装を施した実験艦的存在の軽巡、夕張です。私の残したデータが、様々な重武装新鋭艦開発の元になったんだから！<br>機関室に一発？何いってんの？<br>ほんと…失礼しちゃうわ。,20,30,3,hieimxbtcqrt,17,15,1
116,112,瑞鳳,ずいほう,7,0,117,25,210,380,0,0,32,55,37,0,19,0,0,14,29,19,39,0,0,0,0,0,29,29,49,60,60,34,34,69,88,88,30,79,10,1,5,3,18,9,3,0,0,23,16,-1,-1,-1,160,2,2,13,4,0,0,2,2,瑞鳳です。<br>軽空母ですが、練度があがれば、正規空母並の活躍をおみせできます。,祥鳳型軽空母、瑞鳳です。<br>元々は高速給油艦として計画され、次に潜水母艦、最終的に軽空母として完成しました。小柄なボディだけれど、機動部隊最後の日まで敢闘しました！,35,35,3,ktexichqewel,19,17,1
117,113,瑞鳳改,ずいほう,7,116,0,0,0,0,0,0,45,69,51,0,29,0,0,18,39,25,59,0,0,0,0,0,29,29,59,75,75,35,35,79,103,103,40,89,10,1,6,4,18,12,12,6,0,21,24,17,-1,-1,160,4,6,20,6,0,0,3,2,瑞鳳です。<br>軽空母ですが、練度があがれば、正規空母並の活躍をおみせできます。,祥鳳型軽空母、瑞鳳です。<br>元々は高速給油艦として計画され、次に潜水母艦、最終的に軽空母として完成しました。小柄なボディだけれど、機動部隊最後の日まで敢闘しました！,40,40,3,xmzltsferzto,21,19,1
118,114,大井改二,おおい,4,57,0,0,0,0,0,0,43,59,49,17,63,90,139,15,49,23,63,27,27,79,108,108,43,43,83,105,105,9,9,43,62,62,13,49,10,2,7,3,0,0,0,0,0,10,58,30,-1,-1,75,2,9,9,0,1,5,0,1,重雷装艦として、生まれ変わった大井です。<br>お久しぶりです！,重雷装艦バージョンの大井です。<br>圧倒的な水雷戦力を期待されたけど、<br>出番がなかなかなかったの。<br>今度は活躍してみせるわ。見ていてね！,25,75,3,khtgrpfyurcm,16,16,1
119,115,北上改二,きたかみ,4,58,0,0,0,0,0,0,43,59,49,17,63,90,139,15,49,23,63,27,27,79,108,108,43,43,83,105,105,9,9,43,62,62,30,79,10,2,7,3,0,0,0,0,0,10,58,30,-1,-1,75,2,6,9,0,1,5,0,1,新しい北上、それがアタシ。<br>酸素魚雷を満載して、ちょっと大人になったでしょ。,九三式酸素魚雷を満載、片舷20門、全40門の魚雷発射管を誇る、重雷装艦へと改装されたスーパー北上さまだよ。<br>その威力は圧倒的と言われていたけれど、活躍する機会が微妙になかったんだよね。ちぇっ。,25,75,3,cqtlanpwihpj,14,14,1
120,116,三隈,みくま,5,0,121,30,110,270,0,0,40,59,46,40,59,18,69,18,59,30,59,0,0,0,0,0,31,31,62,79,79,14,14,39,53,53,5,49,10,2,5,3,2,2,2,0,0,6,25,-1,-1,-1,90,2,3,12,1,2,1,0,2,ごきげんよう、三隈です。<br>最上さんはどこにいらっしゃるのかしら？,最上型１番艦のモガミンとは、とっても仲がいいのだけれど、仲が良すぎて彼女とは衝突することも多いの…ええ、そう…物理的に…私はちゃんと前見てるのよ？,40,65,3,oqqerytyeisg,5,3,1
121,117,三隈改,みくま,6,120,0,0,0,0,0,0,50,67,57,24,76,18,69,20,59,37,71,0,0,0,0,0,34,34,69,88,88,22,22,59,79,79,10,69,10,2,6,4,5,6,5,8,0,50,30,26,-1,-1,100,2,2,13,4,2,1,3,2,提督、三隈、新型になりましてよ,最上型１番艦のモガミンとは、とっても仲がいいのだけれど、仲が良すぎて彼女とは衝突することも多いの…ええ、そう…物理的に…私はちゃんと前見てるのよ？,50,55,3,yyvxfxdusxlx,6,4,1
122,119,舞風,まいかぜ,2,0,294,20,100,100,0,0,16,34,20,10,29,24,69,9,39,6,19,24,24,49,63,63,45,45,79,98,98,6,6,19,26,26,10,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,こんにちは！陽炎型駆逐艦、舞風です。<br>暗い雰囲気は苦手です！,陽炎型駆逐艦の舞風よ。ミッドウェーから南方作戦まで、戦場で舞い続けたの。同じ陽炎型の野分とは仲良しよ。あのトラック島が襲撃された時も近くにいてくれたわ。,15,20,3,emjpbjscgcvf,16,16,1
123,120,衣笠,きぬがさ,5,0,295,25,300,250,0,0,37,49,42,30,54,12,59,16,59,26,37,0,0,0,0,0,33,33,69,89,89,11,11,39,54,54,20,69,10,2,4,3,2,2,2,0,0,6,37,-1,-1,-1,60,2,2,10,1,2,1,0,2,はーいっ！衣笠さんの登場よ！<br>青葉ともども、よろしくね！,カタパルトをお初装備の衣笠さんよ、よろしくね。ウェーク島攻略や珊瑚海海戦、そして、ソロモン海のアイアンボトムサウンドでも大活躍！でも…飛行機っての？あれはちょっと嫌ね。,35,50,3,tyumrhcigliq,3,4,1
124,124,鈴谷,すずや,5,0,129,35,110,270,0,0,40,59,46,40,59,18,69,18,59,30,59,0,0,0,0,0,31,31,62,79,79,14,14,39,53,53,5,49,10,2,4,3,2,2,2,0,0,6,25,-1,-1,-1,90,2,3,12,1,2,1,0,2,鈴谷だよ！にぎやかな艦隊だね！<br>よろしくね！,鈴谷は、最上型重巡洋艦の３番艦。横須賀海軍工廠生まれなんだよ～、ふふ～ん。巡洋艦の名前は川由来なんだけど、鈴谷は樺太の鈴谷川がその由来なの。知ってた？,40,65,3,lvmlqrzbobpe,18,15,1
125,125,熊野,くまの,5,0,130,35,110,270,0,0,40,59,46,40,59,18,69,18,59,30,59,0,0,0,0,0,31,31,62,79,79,14,14,39,53,53,5,49,10,2,4,3,2,2,2,0,0,6,25,-1,-1,-1,90,2,3,12,1,2,1,0,2,ごきげんよう、<br>わたくしが重巡、熊野ですわ！,神戸生まれのお洒落な重巡といえば、わたくし、熊野ですね。マレー、ミッドウェー、ソロモン、マリアナと主要な名所、いえ激戦地に参上いたしましたのよ。最期は日本に帰りたかったけれど……。,40,65,3,mlzpthwviwnf,18,15,1
126,126,伊168,い168,13,0,398,50,200,130,0,0,10,17,14,2,7,24,59,0,0,3,17,0,0,0,0,0,15,15,39,52,52,9,9,29,40,40,10,49,5,1,3,1,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,0,0,伊１６８よ。何よ、言いにくいの？<br>じゃ、イムヤでいいわ…よろしくねっ！,生れも育ちも呉の潜水艦なの。あのミッドウェーの大海戦のあと、飛龍が最後の力で深手を負わせたヨークタウンに止めを刺したのよ！空母たちの仇はとったわ！　あの大変な島への輸送任務でも頑張ったの。,10,20,3,wmzbyvhflrhy,4,5,1
127,127,伊58,い58,13,0,399,50,200,140,0,0,14,19,18,2,9,30,69,0,0,4,19,0,0,0,0,0,13,13,36,49,49,10,10,39,55,55,40,79,5,1,4,1,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,0,0,こんにちは！ 伊五十八です。<br>ゴーヤって呼んでもいいよ！苦くなんかないよぉ！,最初から頑張って最後まで戦ったんだよ。苦しくなってからだって、凄い重巡だって仕留めたし！　任務を全うして、全てが終わった後、無事に呉の母港に帰ったんだ。,10,20,3,fqbwbmmdcjby,3,4,1
128,128,伊8,い8,13,0,400,50,200,150,0,0,15,19,19,2,9,30,69,0,0,4,19,0,0,0,0,0,14,14,37,50,50,10,10,39,55,55,20,59,5,1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,0,0,グーテンターク…あ、違った、ごめんなさいね…<br>「はち」と呼んでくださいね。,遣独潜水艦作戦の第二次遣独艦として、かの地に向かったのよ。そして、Uボートをもらったの。この作戦は5回行われたんだけど、機雷とか色々あって、無事往復できたのは私だけなんですって…そうね、機雷なんてダイッキライ！,10,20,3,zoaptkoerfpv,8,8,1
129,129,鈴谷改,すずや,6,124,503,84,1200,2000,1,0,50,67,57,24,75,18,69,20,59,37,72,0,0,0,0,0,34,34,69,88,88,22,22,59,79,79,10,69,10,2,5,4,5,6,5,6,0,6,30,26,-1,-1,100,2,2,13,4,2,1,3,2,鈴谷だよ！にぎやかな艦隊だね！<br>よろしくね！,鈴谷は、最上型重巡洋艦の３番艦。横須賀海軍工廠生まれなんだよ～、ふふ～ん。巡洋艦の名前は川由来なんだけど、鈴谷は樺太の鈴谷川がその由来なの。知ってた？,50,55,3,oyjqdsswurhl,18,16,1
130,130,熊野改,くまの,6,125,0,0,0,0,0,0,50,67,57,24,75,18,69,20,59,37,72,0,0,0,0,0,34,34,69,88,88,22,22,59,79,79,10,69,10,2,5,4,5,6,5,6,0,6,28,26,-1,-1,100,2,2,13,4,2,1,3,2,ごきげんよう、<br>わたくしが重巡、熊野ですわ！,神戸生まれのお洒落な重巡といえば、わたくし、熊野ですね。マレー、ミッドウェー、ソロモン、マリアナと主要な名所、いえ激戦地に参上いたしましたのよ。最期は日本に帰りたかったけれど……。,50,55,3,pcdygwofwfib,18,15,1
131,131,大和,やまと,9,0,136,60,2500,3000,0,0,93,98,98,96,129,0,0,50,94,88,108,0,0,0,0,0,27,27,59,77,77,15,15,39,52,52,12,79,5,4,8,4,7,7,7,7,0,9,12,59,-1,-1,480,35,50,100,10,7,0,2,5,大和型戦艦、一番艦、大和。<br>推して参ります！,大和型戦艦一番艦、大和です。<br>艦隊決戦の切り札として、呉海軍工廠で極秘建造されました。当時の最高技術の粋を結集されたこの体、二番艦の武蔵と共に、連合艦隊の中枢戦力として頑張ります！,250,300,3,liqjxscjkogx,6,4,1
132,132,秋雲,あきぐも,2,0,301,30,120,110,0,0,16,34,20,10,29,24,69,9,39,6,19,24,24,49,63,63,45,45,79,98,98,6,6,19,26,26,14,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,秋雲、着任！<br>提督よろしくねっ！,横須賀生まれ横須賀育ちの秋雲さんだよ！陽炎型の中でも航続距離は南雲さんの目にも留まって、一航戦に入ったんだ。ていうか、自分では夕雲型だと思ってたんだけどな...ブツブツ...ま、いいや。その後、五航戦の護衛を務めたよ。翔鶴瑞鶴も描き残したかったな。,15,20,3,khxsxmiuccsf,5,3,1
133,133,夕雲,ゆうぐも,2,0,302,30,130,110,0,0,16,34,20,10,30,24,69,9,39,6,19,27,27,52,66,66,47,47,80,98,98,6,6,19,26,26,12,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,夕雲型一番艦、夕雲、着任しました。<br>提督、甘えてくれても、いいんですよ？,最終量産型艦隊駆逐艦の一番艦。舞鶴生まれよ。惨敗のミッドウェー海戦が初陣よ。いいじゃない、別に。あの島への鼠輸送やケ号作戦、南太平洋海戦、キスカ撤退作戦などで奮戦したわ。ふう。,15,20,3,jtfihmyrvmiw,13,5,1
134,134,巻雲,まきぐも,2,0,303,30,120,110,0,0,16,34,20,10,30,24,69,9,39,6,19,27,27,52,66,66,47,47,80,98,98,6,6,19,26,26,11,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,夕雲型駆逐艦、巻雲といいます。<br>夕雲姉さんを見習って、頑張ります！,夕雲型駆逐艦二番艦、巻雲です。<br>ホーネットの後始末、事情許さば拿捕曳航されたし…って云われても、結構無理ゲーだし…って、秋雲がこっち指差して笑ってるし。本当にもうなんなの？,15,20,3,piobwloefpcz,7,5,1
135,135,長波,ながなみ,2,0,304,30,130,110,0,0,16,34,20,10,30,24,69,9,39,6,19,27,27,52,66,66,47,47,80,98,98,6,6,19,26,26,13,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,夕雲型駆逐艦四番艦、長波サマだよ！<br>さーいくぜ、オーッ！,マル4計画で建造されて戦時就航した夕雲型四番艦、長波だ。栄光の第二水雷戦隊で縦横無尽の活躍したぞ。ガダルカナル島では、田中頼三少将の名指揮で、敵の待ち伏せを完膚なきまでに蹴散らしてやったぜ。,15,20,3,xwvykvklvvqk,9,3,1
136,136,大和改,やまと,9,131,0,0,0,0,0,0,96,108,105,92,139,0,0,68,104,92,118,0,0,0,0,0,28,28,64,84,84,17,17,39,51,51,13,79,5,4,8,4,7,7,7,7,0,9,10,28,-1,-1,480,35,50,110,20,6,0,3,6,大和型戦艦、一番艦、大和。<br>対空火器を大幅強化致しました！,大和型戦艦一番艦、大和です。<br>艦隊決戦の切り札として、呉海軍工廠で極秘建造されました。当時の最高技術の粋を結集されたこの体、二番艦の武蔵と共に、連合艦隊の中枢戦力として頑張ります！,250,325,3,drdaipjrohfl,7,5,1
137,137,阿賀野,あがの,3,0,305,35,220,300,0,0,30,45,35,20,42,24,72,17,60,17,32,25,25,70,95,95,37,37,72,91,91,12,12,45,63,63,10,49,10,2,5,3,2,2,2,0,0,65,66,-1,-1,-1,60,3,4,13,1,1,1,1,2,こんにちはーっ！<br>最新鋭軽巡の阿賀野でーすっ。ふふ。,次世代の水雷戦隊の旗艦として設計＆建造された阿賀野型軽巡洋艦、その長女、一番艦の阿賀野よ。とってもとっても高性能なんだから！見てよ、この洗練された体…今度はゼッタイ本領発揮しちゃうからね。,30,35,3,ljzijyhhgrnx,9,9,1
138,138,能代,のしろ,3,0,306,35,220,300,0,0,30,45,35,20,42,24,72,17,60,17,32,25,25,70,95,95,37,37,72,91,91,12,12,45,63,63,10,49,10,2,5,3,2,2,2,0,0,65,66,-1,-1,-1,60,3,4,13,1,1,1,1,2,阿賀野型軽巡二番艦、能代。<br>着任しました。よろしくどうぞ！,新鋭阿賀野型軽巡の二番艦、能代です。<br>能代独自の飛行機運搬軌条がチャームポイントなんです。レイテ沖海戦でも主力の栗田艦隊の一員として頑張りました！,30,35,3,lpiecumljbyp,9,9,1
139,139,矢矧,やはぎ,3,0,307,35,220,300,0,0,31,45,36,20,42,24,72,17,63,17,33,25,25,70,95,95,38,38,72,91,91,13,13,45,63,63,13,59,10,2,6,3,2,2,2,0,0,65,66,-1,-1,-1,60,3,4,13,1,1,1,1,2,軽巡矢矧、着任したわ。<br>提督、最後まで頑張っていきましょう！,阿賀野型軽巡の三番艦、矢矧よ。<br>マリアナ、レイテ、坊ノ岬と、後半の大きな海戦には殆ど参加したわ。そうよ、最後の最後まで暴れてみせたの。私の記憶の途切れた後、大和はどうなったのかしら。ま、いいわ…今度は全てを護りきるから！,30,35,3,hmivswfdmdem,9,9,1
140,140,酒匂,さかわ,3,0,314,35,220,300,0,0,31,45,36,19,41,23,71,17,62,17,32,27,27,72,97,97,36,36,72,92,92,12,12,45,63,63,20,49,10,2,5,3,2,2,2,0,0,65,66,-1,-1,-1,60,3,4,13,1,1,1,1,2,ぴゃん♪　阿賀野型軽巡四番艦、酒匂です！<br>司令、よろしくね！,阿賀野型軽巡姉妹の末っ子、四番艦の酒匂だよ。<br>生まれるのが遅すぎたかな、あまりお外にはいけなかった。矢矧ちゃんと一緒に行きたかったけど…舞鶴でお留守番したの。,30,35,3,vrtbgpzuepqx,9,9,1
141,141,五十鈴改二,いすず,3,219,0,0,0,0,0,0,44,59,50,18,59,24,79,45,84,30,69,54,54,94,116,116,42,42,79,99,99,15,15,59,83,83,13,67,10,1,5,3,0,0,0,0,0,28,30,45,-1,-1,60,2,2,10,0,1,2,4,2,五十鈴です。水雷戦隊の指揮ならお任せ。<br>全力で提督を勝利に導くわ。よろしくね。,五十鈴は、大正時代に建造された長良型軽巡の２番艦。<br>韋駄天さはもちろんだけど、私の歴代艦長の中からは、あの山本五十六提督、山口多聞提督など後の海軍を支える人物が多数輩出されたの。凄いでしょ？,25,30,1,nnkmuxqyewyk,4,2,1
142,142,衣笠改二,きぬがさ,5,295,0,0,0,0,0,0,53,65,60,38,78,24,74,22,66,35,73,0,0,0,0,0,38,38,79,102,102,13,13,54,77,77,13,65,10,2,6,4,2,2,2,2,0,50,15,-1,-1,-1,60,3,7,16,1,2,1,1,2,はーいっ！衣笠さんの登場よ！<br>青葉ともども、よろしくね！,カタパルトをお初装備の衣笠さんよ、よろしくね。ウェーク島攻略や珊瑚海海戦、そして、ソロモン海のアイアンボトムサウンドでも大活躍！でも…飛行機っての？あれはちょっと嫌ね。,35,65,3,ykrokmtrnaqw,7,6,1
143,143,武蔵,むさし,9,0,148,40,2500,3000,0,0,94,98,98,96,129,0,0,50,94,88,108,0,0,0,0,0,27,27,59,77,77,16,16,40,53,53,10,79,5,4,7,4,7,7,7,7,0,9,12,59,-1,-1,480,35,50,100,10,7,0,2,5,フッ、随分待たせたようだな……。<br>大和型戦艦二番艦、武蔵。参る！,大和型戦艦二番艦、武蔵だ。<br>長崎生まれだ。よろしく頼むぞ。<br>姉妹艦の大和や信濃と同じく、極秘裏に建造されたのさ。ああ、この主砲を存分に撃ち合いたかったな。今度は頼めるか…ありがたい！,250,300,3,ilxnmfogntbo,8,8,1
144,144,夕立改二,ゆうだち,2,245,0,0,0,0,0,0,31,58,36,17,73,37,93,16,59,14,52,28,28,69,92,92,46,46,89,113,113,12,12,49,69,69,20,59,10,1,6,3,0,0,0,0,0,63,15,-1,-1,-1,22,1,2,10,0,2,2,1,1,こんにちは、白露型駆逐艦「夕立」よ。<br>よろしくね！,白露型駆逐艦の４番艦、夕立です。<br>第三次ソロモン海戦では、けっこう頑張ったっぽい？<br>でも、何気に「アイアンボトム・サウンド」って、ホントに怖い言葉よね？,15,20,1,lngqiqvigduj,31,26,1
145,145,時雨改二,しぐれ,2,243,0,0,0,0,0,0,31,49,36,13,59,28,84,24,72,14,52,30,30,71,94,94,62,62,93,110,110,9,9,43,62,62,50,88,10,1,6,3,0,0,0,0,0,28,27,-1,-1,-1,22,1,2,10,0,2,2,1,1,僕は白露型駆逐艦、「時雨」。<br>これからよろしくね。,僕は白露型駆逐艦２番艦の時雨だよ。<br>あのレイテ沖海戦では、西村艦隊に所属して、運命のスリガオ海峡に突入したんだ。<br>扶桑も山城も凄かったよ……。<br>皆が忘れても、僕だけはずっと覚えているから……。,15,20,3,ogkwigciybxf,36,28,1
146,146,木曾改二,きそ,4,217,0,0,0,0,0,0,44,59,50,18,64,80,110,24,72,24,65,32,32,82,110,110,45,45,84,106,106,13,13,49,69,69,13,69,10,2,6,3,0,0,0,0,0,58,27,40,-1,-1,75,2,6,9,0,1,5,0,1,木曾だ、お前に最高の勝利を与えてやる。,5500トン型の軽巡洋艦、球磨型の木曾だ。よろしくな。<br>やれ、滑走台だ、カタパルトだ、そんなもんはいらねえな。<br>戦いは敵の懐に飛び込んでやるもんよ。なあ？,25,50,1,gpfqngdreebe,13,13,1
147,147,Верный,ひびき,2,235,0,0,0,0,0,0,37,49,42,13,54,30,89,18,59,15,57,30,30,74,98,98,47,47,89,112,112,10,10,44,63,63,20,77,10,1,6,3,0,0,0,0,0,-1,-1,-1,-1,-1,20,1,3,11,0,1,2,1,1,ヴェールヌイだ。<br>その活躍ぶりから不死鳥の通り名もあるよ。,数ある特型駆逐艦の中で、最後まで生き残ったのが、響。転戦の後、あの大和水上特攻時には修理で同行できなかったんだ。<br>賠償艦としてソ連に引き渡され「信頼できる」という意味の艦名になったんだ。,15,25,3,gmqsmiszmftf,5,5,1
148,148,武蔵改,むさし,9,143,0,0,0,0,0,0,97,108,106,92,139,0,0,60,99,92,119,0,0,0,0,0,27,27,63,83,83,18,18,40,52,52,9,79,5,4,7,4,7,7,7,7,0,9,40,28,-1,-1,480,35,50,110,20,6,0,3,6,大和型二番艦、武蔵、推参する。<br>どうだ…この色、装束も似合うだろう？,大和型戦艦二番艦、武蔵だ。<br>長崎生まれだ。よろしく頼むぞ。<br>姉妹艦の大和や信濃と同じく、極秘裏に建造されたのさ。ああ、この主砲を存分に撃ち合いたかったな。今度は頼めるか…ありがたい！,250,325,7,eqgvmdsvjerq,9,9,1
149,149,金剛改二,こんごう,8,209,0,0,0,0,0,0,82,99,90,76,98,0,0,30,84,70,94,0,0,0,0,0,37,37,72,91,91,16,16,49,67,67,15,79,10,3,7,4,3,3,3,3,0,8,30,28,-1,-1,240,10,14,33,3,4,0,2,4,英国で生まれた帰国子女の金剛デース。<br>ヨロシクオネガイシマース！,超弩級戦艦として建造技術導入を兼ねて英国ヴィッカース社で建造された、金剛デース！<br>太平洋戦域でも持前の高速力を活かして、大活躍デース！<br>期待してネ！,100,125,3,wugwvdccggcp,20,20,1
150,150,比叡改二,ひえい,8,210,0,0,0,0,0,0,83,99,91,76,98,0,0,30,82,72,95,0,0,0,0,0,36,36,72,92,92,16,16,49,67,67,13,79,10,3,7,4,3,3,3,3,0,8,30,35,-1,-1,240,10,14,33,3,4,0,2,4,金剛お姉さまの妹分、比叡です。<br>経験を積んで、姉さまに少しでも近づきたいです。,井上提督も愛した巡洋戦艦、比叡です。<br>ぴかぴかに肌を磨いて、御召艦としても活躍したの。<br>大和型のテスト艦にもなったのよ、知ってた？<br>え？ソロモン海戦？そうよ、奮闘したわ！,100,125,3,mhpalcnpxmgz,14,16,1
151,151,榛名改二,はるな,8,211,0,0,0,0,0,0,81,99,89,75,96,0,0,41,92,70,93,0,0,0,0,0,39,39,74,93,93,17,17,49,67,67,41,89,10,3,7,4,3,3,3,3,0,104,104,35,27,-1,240,10,14,33,3,4,0,2,4,高速戦艦、榛名、着任しました。<br>あなたが提督なのね？　よろしくお願い致します。,高速の巡洋戦艦、榛名です。<br>国産の四一式36センチ砲を装備しました。<br>呉鎮守府の江田島で最後まで空を睨んで奮戦したわ。<br>高速戦艦四姉妹で最期まで、戦い抜いた榛名のこと、覚えていてね。,100,125,3,ilxltdgucgbg,18,16,1
152,152,霧島改二,きりしま,8,212,0,0,0,0,0,0,82,99,90,78,104,0,0,30,82,70,92,0,0,0,0,0,34,34,72,93,93,15,15,49,68,68,14,79,10,3,7,4,3,3,3,3,0,8,74,30,-1,-1,240,10,14,33,3,4,0,2,4,マイク音量大丈夫…？チェック、1，2……。<br>よし。はじめまして、私、霧島です。,霧島です。姉妹艦の榛名には、頭脳は負けないわよ？<br>純国産高速戦艦として、奮戦するんだからっ！<br>現代の海自イージス艦にもその名は受け継がれたの。,100,125,3,kspwuqsyhipy,14,16,1
